OrderDate,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
27/05/2018,East,Electronics,Phones,873.85,2,0.17,1450.59
03/04/2021,South,Electronics,Phones,237.37,10,0.23,1827.75
29/10/2022,West,Furniture,Chairs,681.75,2,0.11,1213.52
03/09/2022,West,Electronics,Laptops,501.88,6,0.6,1204.51
10/01/2022,North,Furniture,Bookcases,1009.18,8,0.5,4036.72
13/06/2022,North,Furniture,Chairs,862.76,1,0.64,310.59
02/11/2021,East,Office Supplies,Labels,944.75,7,0.08,6084.19
04/08/2021,North,Furniture,Tables,691.59,9,0.2,4979.45
15/09/2018,North,Office Supplies,Storage,554.66,3,0.33,1114.87
13/07/2022,East,Office Supplies,Labels,650.13,5,0.28,2340.47
02/06/2022,South,Electronics,Accessories,315.32,5,0.09,1434.71
14/03/2020,South,Furniture,Chairs,1020.52,6,0.53,2877.87
02/03/2022,North,Electronics,Laptops,428.12,5,0.25,1605.45
14/12/2018,South,Office Supplies,Storage,565.93,4,0.21,1788.34
11/07/2021,North,Electronics,Laptops,278.93,2,0.38,345.87
03/09/2022,West,Electronics,Accessories,1096.79,8,0.25,6580.74
15/04/2021,South,Furniture,Bookcases,790.77,10,0.21,6247.08
06/01/2021,East,Office Supplies,Art,400.78,6,0.62,913.78
17/10/2018,South,Electronics,Accessories,625.67,9,0.16,4730.07
22/03/2020,North,Office Supplies,Art,748.06,6,0.17,3725.34
27/04/2020,West,Furniture,Tables,758.89,4,0.14,2610.58
01/04/2018,West,Electronics,Accessories,798.53,5,0.18,3273.97
03/11/2022,North,Electronics,Accessories,293.28,6,0.17,1460.53
28/01/2020,South,Electronics,Laptops,803.46,6,0.24,3663.78
22/12/2021,South,Furniture,Chairs,1127.83,10,0.1,10150.47
09/06/2021,East,Electronics,Laptops,535.81,6,0.07,2989.82
04/07/2018,South,Electronics,Phones,477.61,9,0.32,2922.97
17/06/2020,East,Office Supplies,Storage,443,10,0.23,3411.1
30/05/2020,West,Furniture,Bookcases,315.04,9,0.54,1304.27
06/06/2019,South,Furniture,Chairs,664.85,5,0.14,2858.86
17/06/2019,West,Electronics,Accessories,655.34,6,0.23,3027.67
24/05/2019,East,Office Supplies,Art,494.02,2,0.09,899.12
02/06/2018,West,Office Supplies,Art,339.36,5,0.07,1578.02
19/12/2022,East,Electronics,Phones,508.37,2,0.14,874.4
20/03/2020,East,Furniture,Bookcases,457.65,4,0.31,1263.11
13/03/2019,South,Office Supplies,Art,606.94,3,0.45,1001.45
10/07/2020,South,Electronics,Accessories,789.99,7,0.11,4921.64
13/06/2022,East,Furniture,Tables,1001.18,6,0.62,2282.69
21/05/2022,South,Furniture,Bookcases,932.86,1,0.35,606.36
24/09/2020,West,Office Supplies,Art,394.05,9,0.29,2517.98
05/12/2019,North,Office Supplies,Art,924.84,10,0.34,6103.94
14/04/2022,North,Office Supplies,Art,745.88,1,0.18,611.62
01/04/2022,South,Furniture,Tables,731.39,3,0.02,2150.29
03/02/2020,South,Electronics,Laptops,830.11,9,0.4,4482.59
15/06/2018,North,Furniture,Bookcases,887.51,10,0.54,4082.55
24/10/2021,South,Office Supplies,Labels,719.69,1,0.3,503.78
05/07/2019,West,Electronics,Accessories,682.6,5,0.07,3174.09
22/11/2019,East,Furniture,Chairs,592.68,2,0.53,557.12
11/05/2022,East,Electronics,Accessories,571.55,9,0.18,4218.04
11/06/2018,South,Office Supplies,Art,741.95,9,0.4,4006.53
03/08/2022,East,Furniture,Chairs,733.19,5,0.13,3189.38
03/11/2018,North,Furniture,Chairs,451.58,3,0.23,1043.15
11/04/2020,East,Office Supplies,Labels,837.29,8,0.27,4889.77
21/06/2019,West,Office Supplies,Art,861.99,6,0.2,4137.55
29/09/2020,South,Furniture,Tables,837.73,1,0.17,695.32
09/12/2019,West,Electronics,Laptops,338.76,7,0.4,1422.79
23/10/2020,West,Furniture,Bookcases,713.95,6,0.47,2270.36
10/03/2021,South,Furniture,Tables,837,1,0.27,611.01
09/10/2022,North,Office Supplies,Art,574.51,9,0.14,4446.71
28/04/2021,East,Furniture,Tables,770.71,3,0.23,1780.34
23/12/2021,East,Office Supplies,Art,625.18,2,0.06,1175.34
27/08/2020,South,Furniture,Tables,1314.21,1,0.03,1274.78
02/02/2019,South,Electronics,Phones,296.35,9,0.08,2453.78
22/07/2021,West,Office Supplies,Labels,722.92,2,0.42,838.59
24/04/2021,North,Furniture,Tables,373.97,9,0.34,2221.38
20/04/2019,West,Electronics,Accessories,998.95,2,0.1,1798.11
29/05/2019,East,Electronics,Phones,868.45,4,0.26,2570.61
04/08/2022,South,Furniture,Chairs,739.27,10,0.14,6357.72
23/06/2020,West,Furniture,Bookcases,485.25,1,0.56,213.51
22/11/2018,East,Electronics,Accessories,604.38,8,0.26,3577.93
04/04/2019,South,Office Supplies,Labels,828.7,1,0.07,770.69
28/08/2021,West,Electronics,Laptops,768.81,6,0.29,3275.13
29/08/2022,South,Electronics,Accessories,604.95,10,0.26,4476.63
23/07/2018,West,Furniture,Tables,550.97,4,0.47,1168.06
21/07/2021,North,Electronics,Laptops,1138.96,9,0.02,10045.63
20/08/2022,South,Electronics,Accessories,557.98,9,0.39,3063.31
12/06/2019,East,Electronics,Accessories,1024.83,9,0.13,8024.42
01/10/2019,South,Electronics,Accessories,217.25,10,0.47,1151.42
22/10/2021,South,Furniture,Chairs,311.63,7,0.19,1766.94
27/09/2019,North,Office Supplies,Art,543.88,7,0.37,2398.51
24/03/2022,South,Office Supplies,Storage,1312.39,9,0.48,6141.99
02/04/2018,West,Furniture,Tables,556.05,6,0.3,2335.41
12/02/2021,West,Office Supplies,Storage,379.04,8,0.54,1394.87
13/10/2020,West,Electronics,Accessories,1146.99,10,0.15,9749.41
05/09/2019,West,Office Supplies,Labels,616.48,9,0.55,2496.74
23/10/2020,West,Furniture,Chairs,797.81,5,0.26,2951.9
17/05/2022,East,Furniture,Chairs,732.75,5,0.45,2015.06
23/05/2020,South,Furniture,Chairs,584.61,6,0.22,2735.97
17/03/2022,East,Furniture,Chairs,451.1,8,0.42,2093.1
18/02/2021,East,Furniture,Chairs,680.7,4,0.15,2314.38
19/12/2018,South,Office Supplies,Storage,411.67,4,0.17,1366.74
24/02/2020,South,Office Supplies,Storage,507.07,5,0.1,2281.82
27/01/2018,North,Furniture,Chairs,1133.36,1,0.54,521.35
19/11/2022,South,Office Supplies,Storage,403,2,0.42,467.48
02/06/2018,North,Furniture,Chairs,433.93,10,0.1,3905.37
27/12/2019,East,Office Supplies,Labels,806.46,4,0.29,2290.35
21/11/2019,East,Electronics,Phones,1121.51,5,0.15,4766.42
10/10/2022,North,Furniture,Tables,740.24,2,0.51,725.44
30/01/2018,North,Office Supplies,Storage,1414.63,1,0.12,1244.87
24/05/2018,North,Office Supplies,Art,743.75,1,0.43,423.94
06/04/2022,South,Electronics,Accessories,365.54,8,0.2,2339.46
19/10/2022,East,Electronics,Laptops,857.35,5,0.6,1714.7
21/08/2021,West,Furniture,Chairs,466.74,5,0.19,1890.3
20/10/2021,West,Furniture,Tables,880.82,3,0.36,1691.17
08/12/2022,West,Furniture,Bookcases,881.81,10,0.64,3174.52
25/06/2021,South,Furniture,Bookcases,464.66,10,0.18,3810.21
23/10/2021,South,Furniture,Chairs,352.21,9,0.13,2757.8
11/04/2021,North,Electronics,Accessories,400.67,9,0.41,2127.56
23/02/2020,West,Electronics,Laptops,447.02,1,0.3,312.91
08/09/2022,West,Electronics,Laptops,345.78,8,0.14,2378.97
17/08/2020,South,Electronics,Accessories,706.07,3,0.09,1927.57
13/08/2020,North,Furniture,Bookcases,859.8,7,0.43,3430.6
30/07/2019,East,Electronics,Accessories,584.68,6,0.09,3192.35
22/03/2019,West,Electronics,Laptops,583.19,1,0.03,565.69
09/08/2022,North,Office Supplies,Art,625.78,1,0.2,500.62
04/11/2022,West,Office Supplies,Storage,867.29,9,0.25,5854.21
14/06/2019,North,Furniture,Bookcases,957.59,9,0.25,6463.73
04/09/2022,North,Electronics,Phones,663.3,4,0.44,1485.79
22/02/2022,North,Electronics,Accessories,928.29,1,0.32,631.24
27/10/2019,South,Office Supplies,Labels,927.37,6,0.18,4562.66
27/12/2021,West,Office Supplies,Labels,488.18,10,0.16,4100.71
22/10/2021,West,Furniture,Bookcases,843.91,9,0.31,5240.68
02/09/2022,North,Office Supplies,Storage,606.12,1,0.54,278.82
29/07/2022,North,Office Supplies,Art,680.28,4,0.47,1442.19
21/03/2020,South,Office Supplies,Art,974.42,2,0.52,935.44
14/05/2019,East,Office Supplies,Labels,627.54,8,0.32,3413.82
20/04/2020,East,Electronics,Phones,523.89,5,0.02,2567.06
03/03/2019,East,Office Supplies,Art,1128.23,6,0.11,6024.75
20/02/2020,West,Office Supplies,Labels,971.43,4,0.16,3264
08/07/2019,East,Office Supplies,Storage,459.18,10,0.38,2846.92
03/07/2022,East,Electronics,Laptops,724,1,0.35,470.6
18/12/2018,East,Electronics,Accessories,1076.18,9,0.29,6876.79
22/04/2021,East,Furniture,Tables,707.22,9,0.29,4519.14
29/10/2019,North,Furniture,Bookcases,382.62,3,0.03,1113.42
25/01/2021,East,Electronics,Accessories,555.35,7,0,3887.45
27/06/2022,North,Office Supplies,Storage,549.93,7,0.71,1116.36
18/03/2020,West,Electronics,Phones,726.05,9,0.52,3136.54
16/06/2018,South,Office Supplies,Art,563.49,8,0.18,3696.49
31/12/2019,South,Office Supplies,Labels,705.87,7,0.25,3705.82
27/10/2019,West,Electronics,Accessories,346.89,7,0.33,1626.91
14/12/2018,South,Office Supplies,Art,248.75,5,0.18,1019.88
21/12/2021,North,Electronics,Phones,1587.14,6,0.57,4094.82
29/09/2018,North,Office Supplies,Storage,642.3,5,0.37,2023.25
16/01/2018,East,Furniture,Tables,666.48,2,0.28,959.73
15/06/2018,North,Electronics,Phones,724.85,2,0.09,1319.23
29/03/2020,North,Furniture,Bookcases,512.14,4,0.5,1024.28
19/05/2018,North,Office Supplies,Art,404.92,3,0.38,753.15
04/01/2022,East,Office Supplies,Art,675.89,6,0.28,2919.84
27/01/2020,North,Furniture,Bookcases,847.73,6,0.24,3865.65
31/03/2020,South,Electronics,Laptops,532.85,8,0.61,1662.49
11/10/2020,South,Furniture,Chairs,1133.41,6,0.56,2992.2
09/09/2018,West,Furniture,Tables,829.85,3,0.33,1668
12/11/2019,North,Electronics,Phones,502.14,3,0.4,903.85
04/12/2021,South,Electronics,Accessories,483.3,3,0.27,1058.43
07/04/2018,East,Electronics,Phones,660.81,7,0.2,3700.54
23/12/2022,South,Office Supplies,Labels,681.41,9,0.17,5090.13
18/05/2020,East,Electronics,Laptops,498.26,8,0.46,2152.48
27/10/2022,East,Electronics,Accessories,1217.37,10,0.13,10591.12
13/01/2020,East,Furniture,Tables,734.28,1,0.49,374.48
01/03/2020,West,Electronics,Accessories,382.98,8,0.16,2573.63
10/01/2019,North,Electronics,Laptops,509.92,9,0.29,3258.39
23/08/2018,North,Furniture,Bookcases,922.32,2,0.11,1641.73
08/01/2019,South,Furniture,Chairs,990.53,10,0.35,6438.44
22/08/2021,North,Furniture,Bookcases,468.07,9,0.03,4086.25
22/01/2022,West,Furniture,Bookcases,506.15,2,0.32,688.36
31/08/2021,West,Furniture,Tables,757.21,5,0.08,3483.17
17/09/2018,South,Furniture,Chairs,466.59,1,0.26,345.28
10/06/2022,East,Furniture,Tables,843.64,5,0.81,801.46
01/07/2019,North,Electronics,Accessories,685.47,8,0.35,3564.44
16/02/2021,East,Electronics,Laptops,845.82,4,0.48,1759.31
29/10/2021,North,Electronics,Laptops,473.07,3,0.18,1163.75
19/09/2019,South,Electronics,Phones,1420.27,2,0.1,2556.49
29/07/2021,North,Office Supplies,Art,1010.5,7,0.16,5941.74
11/05/2020,North,Electronics,Accessories,722.17,1,0.4,433.3
13/01/2021,North,Electronics,Laptops,610.61,8,0.46,2637.84
15/04/2021,South,Electronics,Phones,379.97,6,0.39,1390.69
16/01/2021,East,Electronics,Laptops,953.61,1,0.24,724.74
25/03/2020,South,Furniture,Bookcases,446.19,8,0.03,3462.43
21/11/2020,North,Electronics,Phones,584.7,9,0.29,3736.23
05/11/2019,North,Office Supplies,Labels,490.83,2,0.19,795.14
12/10/2019,West,Furniture,Tables,769.31,8,0.36,3938.87
20/09/2021,North,Electronics,Accessories,984.83,2,0.3,1378.76
22/09/2021,West,Office Supplies,Storage,651.85,10,0.2,5214.8
24/08/2018,East,Electronics,Accessories,905.45,1,0.15,769.63
21/10/2021,West,Office Supplies,Storage,575.76,2,0.46,621.82
24/08/2021,West,Office Supplies,Storage,419.78,7,0.39,1792.46
19/07/2019,West,Furniture,Chairs,356.61,9,0.14,2760.16
17/04/2020,West,Electronics,Phones,438.38,10,0.25,3287.85
21/09/2020,East,Furniture,Bookcases,372.42,10,0.07,3463.51
02/01/2019,South,Electronics,Laptops,672.42,3,0.37,1270.87
27/03/2020,East,Electronics,Laptops,1070.73,8,0.15,7280.96
27/08/2022,South,Office Supplies,Art,574.97,4,0.41,1356.93
28/06/2019,East,Electronics,Accessories,299.99,10,0.09,2729.91
03/02/2019,West,Electronics,Accessories,705.05,4,0.18,2312.56
26/05/2019,East,Furniture,Tables,526.12,6,0.35,2051.87
24/02/2022,West,Office Supplies,Labels,759.04,1,0.1,683.14
09/08/2021,East,Furniture,Bookcases,619.44,1,0.33,415.02
28/02/2019,East,Office Supplies,Storage,754.61,6,0.66,1539.4
05/07/2020,South,Office Supplies,Storage,470.8,3,0.45,776.82
17/04/2019,West,Furniture,Tables,559.49,4,0.28,1611.33
20/03/2022,South,Electronics,Accessories,468.11,2,0.46,505.56
21/06/2021,East,Electronics,Accessories,540.96,9,0.05,4625.21
20/04/2020,West,Furniture,Tables,839.16,5,0.51,2055.94
27/05/2021,West,Furniture,Tables,770.71,3,0.16,1942.19
18/02/2020,North,Furniture,Chairs,429.79,1,0.22,335.24
12/04/2018,East,Office Supplies,Labels,426.58,1,0.26,315.67
24/10/2022,East,Office Supplies,Art,1428.94,5,0.07,6644.57
14/12/2020,South,Office Supplies,Storage,561.74,10,0.08,5168.01
05/06/2018,East,Electronics,Phones,835.06,5,0.25,3131.47
10/06/2019,North,Furniture,Chairs,454.29,9,0.68,1308.36
28/04/2022,East,Furniture,Bookcases,1140.77,4,0.18,3741.73
17/04/2019,East,Electronics,Phones,1380.2,9,0.04,11924.93
21/02/2020,North,Office Supplies,Storage,627.15,2,0.56,551.89
20/07/2020,South,Furniture,Bookcases,387.3,1,0.18,317.59
09/03/2018,West,Electronics,Phones,593.65,10,0.06,5580.31
03/03/2019,West,Furniture,Chairs,430.36,3,0.06,1213.62
30/11/2022,East,Electronics,Laptops,852.84,6,0.05,4861.19
07/07/2020,West,Furniture,Bookcases,852.54,2,0.6,682.03
10/05/2019,East,Furniture,Bookcases,1279.86,7,0.23,6898.45
15/01/2019,North,Electronics,Laptops,397.22,4,0.3,1112.22
08/01/2019,South,Electronics,Laptops,560.45,2,0.17,930.35
11/11/2018,North,Furniture,Chairs,809.58,5,0.16,3400.24
18/02/2021,North,Furniture,Tables,325.42,10,0.32,2212.86
15/10/2020,East,Electronics,Phones,621.29,6,0.25,2795.8
02/02/2019,South,Furniture,Bookcases,478.81,7,0.4,2011
22/01/2020,West,Furniture,Chairs,812.98,1,0.56,357.71
21/05/2020,South,Furniture,Tables,402.87,7,0.41,1663.85
17/12/2019,East,Office Supplies,Art,417.61,10,0.68,1336.35
15/07/2021,North,Furniture,Chairs,405.51,3,0.13,1058.38
09/09/2018,East,Office Supplies,Storage,299.13,7,0.64,753.81
22/07/2019,North,Furniture,Bookcases,575.87,7,0.58,1693.06
10/09/2019,South,Electronics,Phones,402.93,8,0.07,2997.8
29/05/2021,East,Furniture,Chairs,235.65,2,0.14,405.32
30/01/2018,East,Furniture,Tables,578.61,3,0.23,1336.59
28/08/2022,East,Electronics,Accessories,582.5,1,0.38,361.15
19/11/2021,South,Office Supplies,Storage,1159.46,1,0.18,950.76
27/01/2020,South,Electronics,Accessories,879.74,2,0.16,1477.96
19/02/2018,West,Furniture,Bookcases,736.85,9,0.22,5172.69
14/09/2020,East,Furniture,Chairs,999.89,7,0.1,6299.31
04/07/2022,West,Office Supplies,Storage,725,6,0.16,3654
19/07/2021,North,Electronics,Accessories,654.86,1,0.65,229.2
19/08/2018,South,Electronics,Accessories,489.82,7,0.08,3154.44
14/03/2020,East,Electronics,Phones,398.28,5,0.35,1294.41
25/06/2022,East,Furniture,Chairs,1147.05,7,0.3,5620.54
01/09/2019,North,Office Supplies,Storage,739.84,10,0.18,6066.69
22/11/2021,South,Electronics,Phones,585.02,7,0.46,2211.38
19/09/2019,North,Office Supplies,Storage,431.35,3,0.07,1203.47
15/01/2018,East,Electronics,Phones,526.46,7,0.05,3500.96
11/11/2019,West,Furniture,Tables,357.98,7,0.28,1804.22
06/11/2019,North,Office Supplies,Art,648.4,6,0.24,2956.7
15/02/2018,North,Furniture,Tables,992.31,6,0.14,5120.32
09/02/2018,North,Furniture,Chairs,1033.93,5,0.56,2274.65
01/06/2021,South,Electronics,Accessories,1035.89,7,0.3,5075.86
10/04/2021,South,Electronics,Accessories,790.48,8,0.22,4932.6
03/06/2018,South,Office Supplies,Storage,883.53,5,0.21,3489.94
02/07/2020,East,Furniture,Tables,747.24,6,0.33,3003.9
16/09/2022,West,Office Supplies,Art,442.15,8,0.22,2759.02
29/09/2018,West,Office Supplies,Storage,913.62,2,0.2,1461.79
14/07/2022,West,Electronics,Laptops,341.13,3,0.45,562.86
29/05/2021,South,Office Supplies,Art,750.63,1,0.46,405.34
28/12/2020,North,Furniture,Chairs,532.31,6,0.18,2618.97
02/08/2020,North,Office Supplies,Storage,1284.65,10,0.14,11047.99
02/01/2022,West,Furniture,Bookcases,683.39,2,0.54,628.72
24/07/2018,South,Office Supplies,Labels,814.49,10,0.22,6353.02
10/01/2019,South,Office Supplies,Labels,687.71,2,0.29,976.55
28/04/2022,South,Furniture,Chairs,278.32,6,0.13,1452.83
18/05/2019,East,Furniture,Bookcases,816.25,7,0.06,5370.92
04/02/2022,West,Furniture,Chairs,706.55,7,0.62,1879.42
08/05/2022,North,Office Supplies,Storage,322.87,3,0.29,687.71
24/03/2018,South,Office Supplies,Labels,921.63,6,0.05,5253.29
22/11/2018,West,Electronics,Accessories,794.9,8,0.3,4451.44
24/08/2018,West,Furniture,Tables,704.14,8,0.44,3154.55
21/12/2022,South,Office Supplies,Labels,359.42,8,0.2,2300.29
13/07/2022,South,Office Supplies,Storage,456.83,1,0.08,420.28
03/07/2022,South,Furniture,Tables,473.14,3,0.27,1036.18
12/10/2022,South,Office Supplies,Art,183.71,8,0.26,1087.56
07/04/2018,South,Office Supplies,Labels,278.49,4,0.1,1002.56
09/08/2021,West,Office Supplies,Labels,269.33,8,0.09,1960.72
14/09/2018,West,Electronics,Laptops,931,6,0.18,4580.52
21/09/2018,West,Furniture,Tables,754.5,7,0.22,4119.57
16/04/2022,West,Furniture,Chairs,966.17,5,0.14,4154.53
16/11/2018,East,Office Supplies,Labels,713.71,2,0.11,1270.4
10/01/2019,South,Office Supplies,Art,623.9,7,0.4,2620.38
28/10/2018,North,Furniture,Chairs,644.18,4,0.19,2087.14
07/07/2022,South,Electronics,Phones,607.91,8,0.11,4328.32
28/10/2021,North,Office Supplies,Storage,928.85,3,0.72,780.23
04/06/2020,East,Office Supplies,Storage,1359.11,2,0.11,2419.22
05/09/2020,East,Electronics,Phones,452.01,5,0.61,881.42
27/10/2020,North,Office Supplies,Storage,510.73,8,0.67,1348.33
02/05/2020,East,Office Supplies,Art,797.71,1,0.27,582.33
13/12/2019,East,Furniture,Bookcases,850.96,9,0.19,6203.5
12/05/2021,East,Furniture,Bookcases,788.04,5,0.44,2206.51
03/11/2020,West,Electronics,Phones,666.5,5,0.34,2199.45
16/12/2020,North,Furniture,Chairs,720.91,3,0.43,1232.76
21/12/2020,South,Electronics,Laptops,726.76,3,0.09,1984.05
30/04/2018,North,Furniture,Tables,797.54,5,0.17,3309.79
04/06/2019,West,Office Supplies,Labels,342.76,2,0.19,555.27
08/11/2018,South,Office Supplies,Art,862.93,3,0.36,1656.83
06/01/2020,South,Office Supplies,Labels,632.99,10,0.32,4304.33
05/02/2018,West,Office Supplies,Labels,233.96,6,0.37,884.37
28/03/2018,North,Office Supplies,Art,969.61,6,0.31,4014.19
03/05/2019,East,Office Supplies,Labels,596.01,4,0.38,1478.1
16/07/2019,East,Office Supplies,Storage,353.84,4,0.37,891.68
10/10/2022,East,Office Supplies,Art,1038.56,7,0.5,3634.96
17/01/2021,South,Electronics,Accessories,903.96,5,0.34,2983.07
05/02/2022,East,Office Supplies,Art,815.58,1,0.13,709.55
30/12/2018,South,Office Supplies,Art,281.46,10,0.15,2392.41
03/07/2022,East,Office Supplies,Storage,845.58,10,0.34,5580.83
25/06/2020,West,Office Supplies,Storage,634.48,6,0.21,3007.44
01/09/2020,South,Office Supplies,Storage,483.93,10,0.24,3677.87
08/02/2020,North,Office Supplies,Storage,325,5,0.46,877.5
11/10/2022,East,Furniture,Chairs,815.59,1,0.21,644.32
16/01/2019,West,Electronics,Laptops,672.95,8,0.57,2314.95
14/02/2021,North,Electronics,Phones,1152.06,6,0.37,4354.79
15/08/2018,South,Furniture,Bookcases,690.24,8,0.25,4141.44
23/09/2020,North,Office Supplies,Labels,834.01,5,0.26,3085.84
26/12/2019,South,Office Supplies,Art,657.2,6,0.18,3233.42
07/07/2022,West,Electronics,Laptops,404.84,1,0.29,287.44
14/11/2018,South,Office Supplies,Labels,1332.41,10,0.18,10925.76
16/08/2022,East,Office Supplies,Labels,370.98,10,0.04,3561.41
05/03/2019,North,Electronics,Accessories,431.91,8,0.32,2349.59
17/11/2018,South,Office Supplies,Storage,590.38,10,0.15,5018.23
12/04/2022,East,Office Supplies,Storage,652.51,5,0.47,1729.15
07/10/2021,East,Furniture,Bookcases,984.93,8,0.14,6776.32
11/12/2021,South,Furniture,Bookcases,372.74,10,0.69,1155.49
21/10/2021,North,Office Supplies,Storage,1148.01,6,0.22,5372.69
27/04/2020,East,Office Supplies,Art,622.44,3,0.37,1176.41
02/08/2021,East,Office Supplies,Storage,683.83,10,0.72,1914.72
02/02/2018,South,Furniture,Chairs,2081.07,5,0.18,8532.39
09/05/2020,East,Office Supplies,Labels,1139.54,8,0.24,6928.4
06/07/2019,South,Electronics,Phones,678.25,4,0.36,1736.32
17/04/2018,West,Furniture,Bookcases,402.5,7,0.37,1775.03
06/06/2020,East,Furniture,Chairs,535.22,10,0.1,4816.98
08/04/2019,South,Electronics,Accessories,580.85,10,0.12,5111.48
16/01/2021,South,Office Supplies,Storage,439.37,5,0.04,2108.98
21/04/2019,North,Furniture,Tables,665.79,4,0.26,1970.74
18/04/2022,East,Furniture,Chairs,753.44,8,0.08,5545.32
18/02/2019,East,Office Supplies,Art,627.85,4,0.1,2260.26
27/05/2020,West,Electronics,Laptops,546.64,2,0.44,612.24
30/01/2019,South,Electronics,Laptops,679.31,4,0.14,2336.83
10/01/2018,South,Office Supplies,Art,518.01,10,0.05,4921.1
01/07/2018,West,Furniture,Chairs,460.61,1,0.32,313.21
17/03/2019,West,Electronics,Phones,803.67,6,0.54,2218.13
20/03/2019,South,Office Supplies,Labels,969.89,2,0.37,1222.06
01/01/2021,South,Electronics,Accessories,621.02,5,0.4,1863.06
27/03/2020,East,Office Supplies,Labels,872.39,3,0.06,2460.14
30/07/2022,East,Electronics,Laptops,462.54,3,0.26,1026.84
11/05/2020,East,Electronics,Accessories,964.82,5,0.17,4004
04/10/2021,South,Furniture,Tables,412.4,10,0.21,3257.96
05/09/2022,North,Office Supplies,Art,607.5,5,0.33,2035.12
29/08/2022,North,Furniture,Bookcases,511.8,2,0.41,603.92
09/04/2018,South,Office Supplies,Storage,1059.99,2,0.23,1632.38
28/09/2019,South,Electronics,Laptops,686.41,5,0.11,3054.52
24/05/2019,West,Office Supplies,Art,957.57,10,0.25,7181.78
02/11/2020,East,Office Supplies,Storage,912.01,7,0.13,5554.14
10/01/2019,West,Office Supplies,Labels,1235.65,7,0.4,5189.73
19/09/2022,South,Electronics,Accessories,669.25,2,0.25,1003.88
25/05/2021,West,Office Supplies,Art,759.77,6,0.58,1914.62
19/02/2022,West,Furniture,Tables,660.59,3,0.54,911.61
19/01/2021,North,Electronics,Phones,788.53,7,0.19,4470.97
30/12/2021,West,Office Supplies,Art,604.1,3,0.24,1377.35
14/06/2018,East,Electronics,Laptops,255.61,10,0.03,2479.42
16/04/2018,South,Office Supplies,Art,449.32,9,0.12,3558.61
21/05/2018,West,Office Supplies,Art,618.34,6,0.03,3598.74
03/11/2019,East,Furniture,Bookcases,585.95,8,0.4,2812.56
01/06/2020,South,Office Supplies,Labels,321.57,3,0.32,656
28/08/2018,East,Electronics,Phones,1033.52,9,0.31,6418.16
21/09/2020,North,Furniture,Chairs,404.41,2,0.26,598.53
18/08/2019,North,Furniture,Chairs,963.64,2,0.21,1522.55
04/12/2018,West,Electronics,Phones,371.14,5,0.32,1261.88
02/01/2019,East,Electronics,Accessories,644.12,10,0.05,6119.14
29/10/2018,North,Office Supplies,Labels,960.92,1,0.11,855.22
09/12/2022,North,Electronics,Accessories,1420.1,2,0.21,2243.76
20/04/2020,East,Office Supplies,Storage,388.79,9,0.25,2624.33
16/08/2020,East,Furniture,Chairs,771.41,3,0.16,1943.95
06/03/2019,South,Electronics,Laptops,743.56,3,0.44,1249.18
14/08/2019,East,Office Supplies,Labels,341.79,10,0.3,2392.53
16/07/2018,North,Furniture,Bookcases,403.04,1,0.4,241.82
04/05/2019,West,Electronics,Laptops,442.48,10,0.12,3893.82
29/10/2020,North,Electronics,Accessories,803.53,4,0.55,1446.35
12/02/2021,South,Office Supplies,Labels,500.85,9,0.17,3741.35
02/08/2020,North,Office Supplies,Labels,663.11,2,0.41,782.47
08/07/2020,North,Electronics,Accessories,630.66,2,0.08,1160.41
28/10/2021,North,Electronics,Phones,315.84,2,0.8,126.34
06/08/2018,North,Office Supplies,Art,713.43,1,0.07,663.49
25/02/2018,West,Office Supplies,Storage,788.62,5,0.48,2050.41
14/11/2022,North,Furniture,Bookcases,1054.37,5,0.28,3795.73
24/03/2020,North,Office Supplies,Labels,676.64,2,0.33,906.7
16/12/2019,West,Office Supplies,Art,600.68,3,0.17,1495.69
23/10/2022,West,Furniture,Tables,915.29,7,0.01,6342.96
04/03/2019,North,Furniture,Bookcases,846.93,7,0.23,4564.95
03/02/2022,North,Furniture,Chairs,822.16,8,0.11,5853.78
25/08/2020,East,Furniture,Tables,357.56,3,0.37,675.79
13/02/2022,North,Electronics,Accessories,386.9,2,0.14,665.47
09/01/2021,South,Office Supplies,Labels,692.94,1,0.21,547.42
05/06/2020,East,Electronics,Laptops,1002.42,9,0.46,4871.76
06/02/2019,East,Electronics,Phones,212.43,1,0.69,65.85
24/08/2021,South,Furniture,Chairs,812.7,1,0.23,625.78
28/06/2019,East,Electronics,Accessories,742.6,7,0.62,1975.32
15/08/2021,North,Furniture,Tables,480.16,4,0.26,1421.27
06/04/2022,South,Office Supplies,Art,373.56,2,0.26,552.87
29/09/2019,North,Electronics,Phones,599.7,9,0.35,3508.25
10/01/2018,East,Office Supplies,Art,1419.82,7,0.23,7652.83
02/04/2021,South,Furniture,Tables,634.36,10,0.24,4821.14
07/02/2019,North,Furniture,Chairs,1051.66,5,0.55,2366.23
14/01/2018,East,Office Supplies,Art,673.18,4,0.37,1696.41
13/11/2022,West,Office Supplies,Labels,822.94,3,0.36,1580.04
31/07/2022,East,Office Supplies,Art,409.55,3,0.17,1019.78
25/07/2021,North,Electronics,Accessories,390.09,2,0.45,429.1
24/05/2020,West,Electronics,Accessories,537.12,8,0.12,3781.32
20/10/2021,North,Office Supplies,Storage,502.05,10,0.07,4669.06
