SaleDate,StoreID,ProductID,UnitsSold,Revenue
27/04/2022,1001,2019,3,53.09
28/05/2019,1005,2007,3,17.5
03/06/2022,1004,2013,4,33.96
24/07/2018,1005,2010,7,42.66
12/05/2022,1004,2015,9,91.57
19/11/2019,1001,2011,2,14.36
11/09/2021,1004,2003,1,5.08
04/05/2019,1004,2012,5,86.5
30/08/2021,1003,2015,4,18.88
07/06/2019,1002,2013,7,40.62
18/11/2018,1002,2018,7,28.51
27/07/2021,1004,2005,3,14.82
12/04/2020,1005,2009,6,36.54
14/02/2022,1002,2005,3,14.89
18/01/2022,1003,2012,4,15.24
14/07/2018,1005,2005,8,81.75
26/11/2020,1002,2014,1,7.06
26/07/2018,1001,2019,7,86.9
13/05/2020,1003,2001,2,12.86
06/08/2022,1003,2008,10,98.9
01/06/2020,1002,2015,9,54.07
30/10/2018,1003,2007,4,24.47
27/11/2019,1005,2011,3,16.88
19/06/2022,1005,2002,8,43.36
04/11/2020,1001,2002,7,42.91
18/01/2022,1002,2005,8,45.81
20/10/2021,1002,2002,2,13.48
14/09/2022,1002,2002,9,47.8
29/05/2022,1001,2017,4,32.49
01/11/2019,1002,2005,2,13.7
09/09/2018,1002,2013,2,8.02
25/11/2022,1002,2011,9,127.06
29/08/2020,1004,2018,1,4.93
22/08/2020,1001,2015,8,54.78
07/12/2020,1001,2014,4,27.23
18/03/2020,1003,2015,10,61.36
27/07/2020,1004,2007,3,22.63
02/12/2018,1004,2019,7,59.73
12/04/2022,1005,2019,8,50.25
17/11/2020,1002,2010,5,33.51
30/10/2019,1004,2006,7,92.18
13/01/2021,1003,2001,8,98.93
10/08/2021,1004,2018,3,22.15
31/07/2018,1005,2018,9,57.01
24/10/2021,1002,2005,4,24.91
10/06/2021,1005,2002,2,15.85
08/06/2019,1001,2018,3,17.12
17/08/2021,1004,2003,1,4.11
07/10/2020,1001,2004,8,32.15
04/12/2019,1002,2002,9,101.14
22/09/2021,1002,2014,6,30.99
23/12/2021,1005,2020,9,109.37
12/05/2020,1002,2015,2,13.51
30/11/2020,1004,2006,8,95.68
31/10/2018,1001,2005,1,3.61
02/06/2022,1001,2014,5,47.88
08/08/2020,1004,2004,4,34.28
07/09/2020,1003,2015,1,5.47
16/02/2021,1002,2009,10,49.03
08/07/2021,1004,2007,5,46.99
04/11/2022,1004,2002,7,30.72
21/01/2018,1002,2018,7,33.59
05/09/2020,1002,2020,8,80.68
10/09/2020,1001,2006,3,24.33
15/01/2020,1002,2007,10,78.19
26/04/2022,1005,2001,2,17.85
27/03/2018,1001,2019,6,58.17
23/09/2020,1001,2005,7,103.02
24/09/2019,1003,2008,9,72.37
04/05/2020,1004,2012,5,33.77
03/06/2020,1003,2003,6,42.4
16/04/2022,1002,2002,6,19.43
04/08/2018,1005,2018,5,41.32
21/08/2018,1001,2009,7,86.02
07/09/2018,1001,2004,7,20.13
31/01/2021,1004,2004,10,63.29
17/06/2022,1002,2018,4,22.86
11/11/2019,1003,2007,2,12.92
12/10/2018,1003,2010,10,33.5
30/08/2019,1004,2015,1,4.22
10/02/2021,1002,2010,10,68.37
31/08/2022,1003,2014,1,9.52
20/10/2018,1004,2006,4,24.55
30/05/2020,1004,2019,10,33.11
20/08/2022,1004,2018,8,70.7
22/11/2022,1005,2016,9,112.96
29/04/2022,1004,2017,3,8.75
09/08/2020,1001,2014,5,34.59
16/05/2021,1001,2002,10,63.94
04/12/2018,1002,2012,4,26.76
09/11/2018,1005,2013,8,27.35
12/02/2018,1002,2018,2,22.25
16/05/2018,1002,2012,9,77.21
22/07/2021,1005,2015,3,49.81
15/02/2022,1005,2010,7,37.61
29/07/2019,1002,2005,5,28.88
17/05/2018,1003,2019,1,11.31
29/06/2022,1001,2008,5,30.74
02/03/2019,1003,2012,7,41.83
27/08/2019,1003,2015,8,35.52
03/09/2020,1004,2017,3,18.33
08/05/2018,1005,2015,5,43.09
29/12/2022,1001,2019,8,27.19
16/06/2022,1002,2016,5,34.04
12/07/2019,1003,2011,7,49.15
04/08/2018,1005,2013,1,6.43
08/09/2018,1005,2012,4,24.42
14/01/2022,1005,2008,1,1.85
21/03/2018,1001,2009,1,7.34
24/12/2020,1001,2004,5,35.4
15/08/2019,1002,2004,4,27.58
26/01/2022,1003,2018,4,30.11
10/01/2018,1004,2017,7,55.22
10/12/2020,1004,2011,4,10.06
02/06/2022,1001,2006,4,37.26
05/05/2018,1004,2001,8,35.53
29/04/2018,1004,2011,5,25.96
09/03/2022,1003,2020,5,46.89
30/11/2020,1005,2008,6,18.05
21/07/2020,1003,2019,8,56.31
08/11/2021,1001,2008,10,112.41
29/10/2019,1005,2006,2,10.81
17/01/2019,1003,2003,5,50.08
31/03/2021,1002,2007,8,66.19
15/07/2022,1003,2018,9,26.9
18/10/2018,1004,2011,4,16.8
09/08/2018,1003,2014,3,21.57
21/05/2022,1001,2020,5,20.67
06/11/2018,1001,2018,9,33.27
19/11/2019,1003,2016,10,72.5
08/02/2021,1001,2016,2,11.02
27/04/2018,1003,2003,8,52.44
08/07/2020,1003,2008,8,39.08
14/02/2021,1001,2008,7,38.47
03/09/2022,1002,2005,5,17.57
26/05/2022,1002,2019,7,32.25
19/01/2021,1005,2018,7,38.06
20/04/2021,1003,2016,3,31.84
09/04/2019,1002,2003,5,42.53
09/10/2022,1004,2002,2,30.36
14/06/2021,1004,2018,2,10.84
08/10/2020,1004,2020,3,26.13
09/05/2021,1001,2020,4,33.74
07/06/2019,1004,2014,8,36.58
21/05/2018,1001,2019,6,48.71
05/03/2021,1003,2005,9,104.19
14/12/2020,1005,2016,7,60.79
06/08/2021,1005,2007,6,43.17
04/05/2018,1003,2001,10,99.57
01/10/2019,1005,2015,8,29.01
07/07/2021,1003,2017,2,19.08
13/02/2018,1003,2019,2,12.83
29/03/2018,1005,2011,1,10.95
05/03/2021,1004,2006,8,50.19
21/10/2019,1002,2008,8,38.8
04/06/2021,1004,2004,10,61.6
18/09/2021,1004,2014,8,51.5
27/10/2018,1004,2018,5,23.45
14/03/2020,1002,2002,6,37.91
13/01/2018,1004,2015,7,34.52
18/08/2021,1004,2011,8,65.85
18/06/2019,1002,2020,4,26.31
30/03/2018,1002,2013,9,111.26
15/05/2022,1002,2016,9,55.05
10/05/2021,1003,2002,5,19.51
21/06/2019,1003,2013,2,21.14
19/11/2021,1005,2004,10,85.38
01/12/2018,1002,2011,2,8.63
21/02/2020,1001,2004,5,39.02
23/05/2022,1002,2010,3,17.76
31/07/2020,1002,2014,8,20.51
15/06/2019,1001,2006,6,16.56
19/06/2019,1002,2005,10,52.6
16/11/2019,1003,2019,5,32.08
12/10/2022,1005,2003,2,23.59
12/09/2018,1002,2015,8,57.39
21/09/2020,1005,2019,6,45.85
20/06/2021,1001,2008,4,41.9
13/06/2018,1005,2019,7,65.52
27/07/2022,1003,2012,7,64.78
31/01/2022,1002,2015,8,67.16
20/12/2018,1002,2001,8,81.1
03/11/2019,1003,2013,1,6
16/12/2020,1001,2019,7,40.36
18/01/2021,1002,2017,2,12.46
05/04/2021,1001,2016,1,3.55
05/04/2021,1001,2008,3,17.99
28/04/2020,1005,2013,9,31.35
07/03/2019,1002,2010,4,42.33
16/06/2018,1003,2001,7,69.86
25/08/2022,1001,2007,2,5.73
30/01/2021,1002,2003,3,20.6
26/11/2018,1001,2016,2,21.39
01/09/2021,1005,2014,8,76.84
20/02/2022,1002,2009,1,17
29/06/2021,1004,2012,8,47.61
05/03/2018,1004,2008,10,41.88
15/01/2022,1001,2015,1,9.74
09/12/2021,1004,2012,6,37.91
26/11/2019,1005,2014,4,32.5
25/06/2021,1004,2013,6,55.47
06/10/2019,1005,2001,5,30.79
31/12/2021,1002,2016,10,99.54
13/01/2020,1005,2011,1,5.68
14/12/2018,1002,2019,5,23.54
08/01/2018,1003,2002,9,72.54
14/08/2019,1004,2006,10,65.39
05/07/2021,1003,2018,10,39.28
26/05/2021,1005,2007,4,17.66
06/04/2022,1001,2018,9,82.01
12/02/2019,1001,2012,2,4.71
01/08/2020,1004,2015,3,20.5
09/03/2019,1002,2011,10,77.32
21/12/2020,1003,2017,2,15.71
07/07/2019,1001,2003,6,30.27
19/08/2019,1002,2011,8,44.42
03/02/2019,1001,2012,8,146.72
07/01/2019,1002,2010,3,27.44
01/06/2021,1004,2019,4,12.02
04/06/2021,1005,2003,10,105.63
14/03/2020,1002,2012,4,27.47
16/09/2019,1003,2007,3,10.31
19/06/2020,1005,2003,7,46.04
11/09/2019,1002,2004,6,32.75
10/04/2021,1001,2012,1,7.93
11/09/2019,1003,2013,2,20.03
22/05/2020,1001,2017,7,27.76
15/02/2020,1001,2015,4,11.68
21/02/2022,1002,2012,3,16.88
21/03/2020,1002,2007,8,32.73
10/12/2020,1001,2003,3,19.75
11/03/2021,1001,2011,1,5.22
04/11/2021,1003,2005,9,67.98
10/05/2018,1001,2012,2,10.11
16/04/2019,1003,2017,6,57.57
29/02/2020,1004,2020,1,1.83
20/07/2020,1005,2018,6,41.12
23/07/2022,1004,2007,6,41.83
02/07/2021,1001,2019,5,53.31
27/07/2021,1005,2018,4,59.92
06/06/2020,1002,2014,9,59.68
03/10/2018,1005,2010,10,57.54
10/03/2022,1005,2019,3,14.51
14/09/2018,1002,2013,1,8.04
11/04/2019,1001,2008,2,20.76
07/12/2021,1004,2005,2,10.62
02/11/2018,1004,2004,6,15.03
14/06/2018,1003,2016,1,5.87
28/03/2019,1003,2014,6,50.35
30/12/2022,1005,2003,3,21.73
28/06/2020,1001,2018,8,16.6
25/10/2018,1004,2015,3,24.86
11/09/2022,1003,2017,8,62.83
09/03/2019,1003,2009,3,25.93
04/09/2022,1003,2011,3,19.09
03/02/2018,1003,2016,3,24.23
21/10/2021,1002,2006,8,49.47
20/01/2020,1005,2007,7,25.89
27/12/2020,1003,2002,2,16.33
18/02/2019,1001,2016,2,23.78
14/11/2020,1004,2017,4,28.72
26/04/2020,1001,2020,2,26.82
11/12/2020,1001,2008,4,30.94
25/06/2019,1005,2016,10,88.85
12/07/2018,1005,2014,1,4.86
30/12/2020,1003,2005,9,45.63
20/09/2019,1001,2018,4,32.39
14/04/2021,1005,2017,9,50.57
17/03/2018,1003,2019,10,64.8
03/02/2021,1004,2005,4,17.34
28/08/2020,1003,2008,7,55.75
11/05/2020,1004,2014,2,22.64
16/03/2022,1005,2008,7,26.88
08/03/2020,1004,2016,7,34.49
27/05/2019,1003,2008,6,41.89
27/01/2020,1003,2015,1,12.54
20/01/2020,1003,2003,10,63.26
19/07/2019,1003,2008,3,27.3
07/07/2018,1003,2014,6,47.11
04/02/2019,1001,2005,7,40.94
26/10/2020,1005,2013,4,20.48
18/10/2021,1004,2012,9,54.83
30/11/2018,1001,2014,10,46.35
01/03/2021,1004,2019,6,29.71
26/05/2018,1002,2020,2,11.62
27/10/2018,1002,2003,10,47.55
17/01/2021,1005,2017,6,32.39
05/01/2020,1003,2002,9,72.14
05/12/2021,1005,2009,9,49.13
04/11/2019,1001,2014,10,79.2
01/03/2018,1004,2004,10,73.62
18/02/2022,1004,2001,10,86.55
14/08/2022,1003,2010,1,5.83
11/12/2022,1001,2016,1,11.37
27/05/2020,1005,2012,1,9.49
16/11/2021,1002,2004,8,29.68
02/10/2022,1002,2007,8,43.95
25/07/2019,1001,2015,9,54.84
25/03/2021,1003,2017,7,46.37
21/03/2020,1004,2018,3,21.39
08/04/2022,1003,2001,10,104.94
15/06/2019,1002,2017,8,57.42
04/03/2022,1002,2018,6,30.39
26/11/2022,1001,2007,5,55.59
27/06/2018,1005,2001,6,57.59
26/05/2018,1003,2019,9,69.81
02/10/2019,1005,2009,3,32.19
17/01/2021,1001,2007,5,25.48
26/09/2022,1003,2006,7,39.72
05/10/2020,1003,2016,3,16.95
10/05/2021,1001,2009,8,35.05
11/01/2018,1004,2002,2,12.43
20/10/2021,1003,2019,3,34.09
11/07/2019,1002,2017,4,36.62
19/07/2020,1003,2016,4,12.52
27/07/2022,1003,2006,7,31.28
30/05/2021,1002,2012,1,8.38
23/02/2020,1005,2012,2,8.12
09/08/2021,1005,2019,9,19.45
10/04/2021,1004,2008,6,33.38
10/08/2022,1003,2004,7,46.92
16/06/2020,1005,2013,2,11.57
18/09/2021,1005,2018,4,36.14
02/09/2020,1001,2018,1,8.68
30/07/2019,1003,2003,8,56.08
27/05/2021,1005,2010,4,45.81
15/02/2020,1004,2005,5,22.65
31/01/2021,1001,2002,1,8.08
16/12/2019,1004,2010,4,41.77
22/02/2020,1004,2010,7,37.91
01/01/2018,1002,2003,6,21.49
01/06/2021,1002,2014,3,11.73
31/03/2022,1004,2005,10,44.81
31/08/2022,1002,2006,8,79.76
09/09/2018,1003,2007,10,66.12
02/03/2021,1002,2003,6,23.78
28/07/2021,1004,2007,7,50.18
01/11/2021,1001,2016,10,29.66
18/11/2019,1001,2001,10,57.77
05/11/2021,1004,2015,9,69.8
21/02/2020,1003,2017,6,45.08
04/07/2021,1004,2002,5,22.65
17/06/2021,1003,2015,5,40.36
31/05/2018,1004,2014,5,43.04
06/10/2021,1002,2012,10,69.46
11/02/2018,1004,2003,4,29.73
04/04/2019,1005,2002,3,17.4
16/04/2021,1003,2020,10,43.69
03/12/2018,1004,2008,4,30.69
13/03/2021,1004,2012,8,78.22
04/10/2018,1005,2015,7,72.52
04/08/2018,1002,2004,4,23.16
28/02/2020,1002,2011,4,38.5
01/04/2022,1003,2017,5,27.56
03/05/2018,1001,2013,2,19.63
16/07/2019,1002,2005,2,16.82
19/08/2020,1003,2010,9,59.4
18/07/2022,1004,2008,5,39.63
27/05/2022,1004,2006,10,65.18
13/07/2021,1001,2007,1,9.69
03/01/2022,1002,2005,7,64.2
29/04/2022,1001,2015,1,10.91
14/11/2022,1004,2010,2,19.28
29/09/2019,1002,2014,4,22.51
30/09/2021,1003,2017,2,19.02
09/08/2021,1004,2016,9,48.85
13/07/2019,1003,2017,9,55.82
09/04/2019,1003,2017,6,34.78
03/10/2019,1004,2004,10,77.06
20/05/2020,1003,2012,7,60.46
20/02/2019,1001,2019,8,37.51
18/05/2022,1003,2009,2,24.04
01/06/2021,1002,2005,8,59.49
25/12/2018,1001,2002,5,11.67
11/02/2018,1003,2007,6,43.71
19/10/2022,1003,2016,1,5.67
04/09/2022,1004,2017,9,51.06
31/07/2019,1003,2007,8,73.7
01/10/2019,1002,2008,4,26.95
28/09/2019,1005,2008,9,47.64
16/02/2021,1004,2005,7,28.92
02/03/2019,1003,2009,1,6.82
29/10/2018,1005,2011,10,88.24
22/10/2020,1004,2015,9,48.49
27/05/2018,1004,2001,2,16.34
31/01/2020,1001,2005,3,19.66
05/03/2018,1001,2006,3,18.2
04/11/2018,1001,2006,5,38.38
13/03/2021,1005,2019,5,10.27
26/12/2020,1003,2007,3,15.62
19/07/2021,1002,2002,3,22.36
13/03/2022,1004,2008,10,61.8
17/06/2018,1002,2018,7,28.8
28/06/2021,1005,2011,6,39.96
06/12/2021,1003,2010,10,58.57
04/07/2019,1005,2007,9,61.27
05/01/2018,1005,2007,1,4.48
03/05/2021,1002,2017,8,28.86
23/01/2022,1004,2009,1,7.91
04/12/2018,1004,2006,7,34
13/06/2020,1004,2001,8,15.48
25/11/2020,1004,2008,7,48.52
26/12/2018,1001,2005,3,25.63
05/07/2018,1002,2020,3,24.12
25/08/2021,1004,2013,8,61.33
01/11/2019,1001,2008,2,14.89
16/05/2018,1004,2016,6,53.55
04/05/2019,1005,2012,8,49.46
09/11/2021,1004,2008,10,109.77
25/02/2020,1002,2011,8,77.1
28/12/2022,1002,2007,1,5.69
17/04/2019,1002,2019,4,26.44
18/02/2020,1004,2006,5,29.39
19/09/2020,1005,2020,10,49.92
26/01/2019,1004,2015,4,19.17
13/06/2018,1001,2016,3,27.67
16/06/2020,1004,2013,7,73.47
11/10/2020,1005,2008,2,7.22
07/09/2019,1001,2005,6,36.58
05/10/2020,1004,2014,5,35.27
15/01/2022,1001,2012,9,92.85
04/07/2018,1004,2008,7,80.16
12/06/2022,1004,2015,9,74.27
16/05/2021,1005,2016,2,18.35
19/05/2022,1001,2018,5,34.23
21/05/2019,1004,2009,1,7.92
28/09/2018,1001,2006,1,5.34
28/01/2020,1004,2002,9,65.03
30/11/2019,1001,2012,6,37.22
11/08/2019,1004,2008,3,13.46
29/11/2018,1003,2011,4,23.87
05/01/2019,1005,2019,8,50.72
12/02/2020,1005,2010,9,68.25
17/08/2019,1004,2018,4,11.52
19/10/2018,1004,2014,2,13.38
25/03/2022,1004,2010,3,20.42
16/01/2019,1004,2009,10,83.92
31/07/2019,1005,2002,6,19.03
12/07/2018,1005,2014,9,128.4
11/08/2020,1005,2019,8,49.51
25/04/2019,1004,2018,3,11.44
26/01/2019,1005,2005,3,22.07
16/04/2022,1001,2010,5,30.64
06/05/2020,1005,2002,7,56.56
27/08/2019,1004,2015,9,38.23
31/12/2020,1004,2016,2,15.82
20/12/2018,1004,2008,4,31.91
28/08/2019,1002,2004,8,91.95
10/06/2020,1005,2002,2,11.93
03/03/2018,1002,2005,9,66.78
18/12/2021,1004,2012,8,51.52
19/05/2022,1003,2012,6,40.36
19/04/2019,1001,2015,10,100.94
02/03/2020,1002,2009,5,14.77
23/09/2019,1001,2011,6,44.5
28/09/2018,1001,2002,1,7.73
28/11/2020,1004,2004,6,42.44
02/09/2020,1004,2007,3,38.63
26/11/2022,1002,2002,10,68.05
05/04/2020,1001,2002,8,46.29
27/01/2022,1004,2012,4,36.79
05/11/2020,1003,2004,4,18.07
18/07/2022,1002,2001,7,65.59
06/12/2022,1003,2012,2,12.33
17/07/2018,1002,2010,2,11.54
24/10/2019,1001,2015,8,78.69
28/12/2020,1004,2019,1,5.81
11/01/2019,1004,2001,10,24.24
04/05/2022,1001,2015,5,29.3
21/11/2022,1002,2012,5,42.48
09/12/2019,1003,2019,9,32.49
21/03/2021,1001,2018,8,57.34
19/12/2020,1005,2006,9,43.09
26/01/2020,1001,2015,6,27.19
05/09/2022,1005,2005,3,25.54
23/09/2022,1002,2009,10,70.88
28/06/2019,1001,2003,3,21.22
19/03/2021,1004,2013,8,42.84
10/10/2021,1004,2012,4,27.27
11/07/2019,1003,2009,4,18.21
24/07/2019,1004,2002,8,39.07
19/06/2019,1002,2012,5,34.33
31/01/2021,1001,2008,7,35.77
20/04/2022,1005,2016,2,16.68
27/06/2020,1005,2012,4,22.14
21/06/2019,1001,2010,1,7.12
02/09/2021,1005,2008,10,87.7
14/04/2019,1002,2001,2,21.49
23/03/2018,1003,2009,7,87.06
07/05/2022,1003,2015,10,95.07
04/12/2018,1003,2010,7,45.98
08/08/2019,1005,2017,3,15.2
13/11/2019,1002,2015,5,23.3
27/03/2020,1002,2019,6,28.28
26/10/2019,1003,2002,6,33.19
05/09/2020,1005,2012,2,16.98
09/06/2019,1002,2015,10,98.58
05/12/2020,1003,2005,1,4.11
20/08/2019,1005,2016,6,35.78
09/03/2020,1003,2011,10,133.61
12/06/2019,1001,2001,1,6.73
18/10/2019,1005,2013,5,33.42
16/12/2022,1002,2017,7,62.47
01/11/2018,1005,2006,2,15.62
11/10/2019,1005,2001,7,72.53
31/03/2018,1001,2016,5,80.64
21/03/2018,1003,2005,8,45.92
16/01/2019,1001,2007,2,18.88
13/11/2020,1004,2002,4,21.7
19/05/2019,1001,2009,7,42.74
10/04/2018,1003,2018,10,75.64
26/01/2020,1003,2002,8,51.51
28/12/2021,1005,2019,5,45.55
06/01/2018,1005,2018,10,58.52
26/11/2018,1004,2013,8,57.39
19/07/2022,1001,2014,3,20.43
29/10/2018,1002,2014,6,18.61
05/09/2021,1002,2009,9,31.75
30/03/2019,1005,2011,7,54.12
13/08/2022,1003,2011,6,44.17
27/03/2021,1002,2015,7,24.78
28/12/2020,1001,2019,9,43.38
04/10/2019,1002,2002,10,58.06
22/10/2020,1001,2007,9,62.85
04/01/2021,1005,2017,7,35.39
26/09/2018,1004,2013,2,17.15
20/01/2021,1005,2015,5,26.52
18/05/2022,1003,2016,3,10.84
21/02/2020,1003,2008,5,24.89
26/03/2022,1002,2020,5,30.55
19/09/2020,1003,2014,10,95.07
05/11/2022,1005,2005,2,11.91
14/02/2021,1005,2015,3,24.36
01/08/2022,1005,2010,9,65.1
04/02/2018,1004,2019,3,14.21
05/10/2019,1002,2015,8,29.6
16/01/2020,1002,2014,10,73.78
28/02/2018,1004,2002,1,8.59
12/12/2020,1001,2005,3,17.57
05/03/2021,1005,2011,8,30.83
30/08/2019,1002,2015,3,11.21
09/01/2019,1003,2008,3,21.98
25/01/2020,1003,2007,8,48.84
23/05/2020,1005,2014,4,22.08
19/02/2022,1002,2008,9,42.18
20/03/2019,1001,2003,4,45.96
28/08/2021,1004,2006,4,35.68
09/10/2019,1003,2002,8,52.24
13/03/2022,1005,2012,7,76.9
04/01/2021,1001,2003,6,27.26
20/08/2019,1005,2001,9,62.04
19/01/2021,1002,2001,9,75.91
30/10/2022,1005,2010,9,74.19
31/01/2019,1002,2019,6,40.39
27/11/2018,1001,2015,8,24.7
01/02/2021,1003,2014,4,17.71
11/12/2021,1004,2001,8,50.46
21/04/2022,1005,2004,3,18.03
24/04/2018,1002,2007,5,40.22
04/08/2018,1002,2002,4,51.15
17/10/2021,1002,2012,6,30.35
05/04/2019,1001,2011,5,28.58
21/11/2020,1003,2011,3,14.3
16/12/2019,1005,2018,9,71.76
07/06/2018,1001,2008,8,68.43
01/04/2022,1003,2010,8,57.49
30/08/2022,1001,2009,6,39.94
28/05/2020,1001,2012,8,42.44
21/12/2022,1003,2009,5,53.2
23/11/2018,1002,2010,4,21.32
17/06/2019,1001,2011,3,35.25
12/10/2020,1001,2002,10,92.14
21/11/2022,1002,2015,6,41.5
22/10/2020,1005,2001,3,15.32
05/03/2021,1003,2019,4,30.11
08/09/2021,1001,2007,3,35.04
19/03/2022,1004,2013,7,57.38
27/10/2020,1005,2016,8,71.93
03/01/2022,1002,2016,3,21.31
21/02/2019,1004,2006,9,38.51
02/01/2018,1005,2016,4,20.9
19/02/2020,1003,2010,8,50.26
13/02/2019,1005,2001,7,40.12
20/10/2018,1004,2002,3,28.39
04/04/2022,1005,2003,7,61.53
02/09/2020,1001,2016,4,23.69
22/05/2021,1002,2010,5,11.37
05/02/2020,1002,2011,8,57.15
23/05/2020,1002,2002,10,33.94
13/04/2022,1003,2016,8,81.72
07/09/2018,1002,2010,8,94.23
12/06/2019,1003,2013,3,25.5
05/07/2022,1003,2001,5,20.44
25/10/2020,1004,2016,6,42.99
15/10/2019,1004,2007,3,26.08
02/04/2022,1003,2011,8,49.06
02/12/2022,1004,2014,9,76.28
07/07/2018,1003,2019,2,11.47
18/04/2020,1004,2008,4,35.56
29/04/2021,1003,2004,6,25.41
26/06/2020,1005,2011,1,6.17
27/11/2022,1001,2007,4,38.45
26/02/2018,1005,2008,9,56.99
01/10/2022,1001,2013,7,44.11
15/02/2022,1004,2009,8,59.54
31/03/2018,1001,2004,6,24.37
11/09/2020,1001,2010,9,43.86
25/08/2018,1002,2020,9,47.98
26/07/2021,1003,2015,9,47.47
30/10/2022,1001,2010,7,53.8
07/03/2018,1001,2017,9,71.31
15/03/2020,1005,2009,8,62.55
13/05/2020,1005,2007,6,39.75
17/03/2019,1002,2002,9,107.71
04/12/2020,1003,2015,8,47.51
09/10/2022,1001,2012,6,27.81
02/05/2021,1005,2018,2,15.85
15/02/2021,1003,2008,1,7.26
16/08/2018,1005,2012,3,22.37
23/06/2020,1002,2015,5,58.73
09/05/2022,1002,2005,10,57.02
26/12/2020,1002,2009,9,58.54
12/07/2018,1003,2007,9,80.13
03/04/2018,1002,2003,1,5.94
08/07/2020,1005,2005,3,12.41
08/12/2021,1002,2017,5,25.01
25/01/2018,1003,2001,10,73.98
14/09/2020,1003,2006,6,38.58
10/01/2022,1003,2007,10,54.24
18/01/2019,1003,2019,8,33.34
24/03/2018,1002,2001,8,49.89
30/05/2021,1003,2002,9,47.52
15/01/2018,1003,2013,4,15.66
29/08/2022,1002,2004,10,69.65
05/03/2021,1003,2006,3,12.92
03/06/2018,1001,2015,7,62.26
07/12/2020,1002,2015,3,34.92
18/11/2019,1005,2009,10,137.77
01/09/2020,1005,2004,7,31.74
26/01/2022,1005,2017,6,22.99
15/12/2020,1001,2013,7,53.3
22/05/2018,1002,2011,4,16.21
25/02/2018,1003,2012,5,62.34
30/09/2019,1001,2012,10,38.17
19/06/2019,1005,2011,3,19.9
28/02/2021,1001,2003,4,31.89
05/09/2019,1001,2017,9,86.3
16/08/2022,1002,2002,6,25.27
11/05/2018,1004,2002,7,37.01
05/03/2019,1002,2005,3,20.23
28/04/2020,1004,2019,8,58.66
12/01/2020,1001,2018,6,45.86
28/05/2022,1004,2010,3,21.41
25/08/2018,1005,2001,1,9
09/04/2021,1005,2018,8,39.69
17/01/2020,1004,2019,10,69.88
06/04/2022,1004,2011,2,21.68
15/12/2022,1003,2017,10,84.14
12/03/2018,1003,2005,5,37.22
20/10/2021,1003,2018,5,34.49
02/08/2022,1003,2002,7,62.26
19/06/2018,1001,2002,6,26.01
05/02/2018,1004,2014,2,6.29
19/08/2022,1002,2007,4,40.77
03/07/2020,1005,2005,3,21.55
09/08/2020,1004,2008,6,76.14
08/04/2020,1005,2012,5,25.7
26/05/2021,1003,2013,10,92.25
16/03/2019,1001,2001,4,33.93
06/11/2021,1004,2001,2,10.43
06/06/2021,1004,2017,9,60.01
10/09/2021,1004,2014,1,4.97
21/12/2021,1001,2020,4,38.42
20/12/2020,1002,2007,6,20.75
20/10/2020,1003,2014,4,27.53
25/08/2020,1003,2006,10,47.58
20/04/2020,1003,2019,10,105.34
06/05/2020,1002,2003,1,6.69
01/11/2021,1004,2013,9,43.17
21/01/2022,1003,2019,5,19.45
15/12/2018,1001,2019,2,9.58
27/04/2020,1003,2019,8,89.35
10/08/2022,1003,2020,3,11.02
14/06/2022,1002,2020,6,46.84
01/08/2020,1001,2013,4,11.33
01/12/2018,1003,2018,4,19.12
30/11/2018,1002,2001,6,49.35
05/08/2022,1004,2010,1,4.55
27/08/2019,1005,2010,4,21.87
16/07/2018,1002,2001,4,22.4
17/03/2018,1003,2007,6,39.96
25/09/2019,1004,2004,10,50.53
04/03/2018,1002,2016,1,9.4
06/10/2021,1003,2002,1,4.05
06/01/2019,1005,2006,6,25.76
25/11/2021,1003,2020,7,64.12
25/11/2018,1002,2011,9,59.06
20/01/2018,1002,2010,8,53.1
28/10/2020,1004,2004,8,79.11
24/11/2021,1005,2009,1,5.32
30/12/2022,1002,2007,8,64.03
15/06/2022,1004,2016,4,34.97
19/09/2018,1005,2016,1,4.53
28/07/2018,1004,2004,9,52.47
02/01/2018,1002,2001,8,37.42
02/01/2022,1001,2019,2,15.86
28/03/2021,1002,2009,7,50.23
26/05/2022,1001,2015,2,15.94
16/09/2019,1004,2018,10,34.68
07/07/2019,1004,2017,5,22.62
19/12/2020,1001,2015,4,29.17
21/09/2019,1002,2012,10,88.21
07/12/2018,1003,2008,4,22.32
01/11/2021,1002,2002,6,36.45
29/07/2020,1003,2012,2,21.57
09/09/2021,1003,2011,2,14.49
10/03/2018,1001,2016,7,26.43
04/04/2020,1004,2007,2,12.41
28/12/2018,1001,2010,9,44.47
23/07/2021,1001,2002,1,9.06
23/10/2018,1002,2002,8,35.63
23/01/2018,1002,2017,6,24.28
03/02/2021,1005,2018,8,64.92
06/03/2019,1004,2004,7,36.04
20/07/2021,1001,2020,7,40.48
24/08/2021,1003,2002,3,22.29
24/12/2022,1003,2001,10,39.28
30/05/2022,1001,2016,7,50.88
15/04/2020,1002,2006,9,52.77
14/04/2018,1001,2019,10,98.82
15/02/2021,1003,2004,4,33.84
25/09/2020,1005,2001,4,28.94
10/04/2021,1004,2003,3,22.43
25/05/2021,1002,2010,3,21.78
06/11/2020,1001,2007,8,44.07
