HireDate,TerminationDate,JobTitle,Department,Salary,Gender
26/07/2019,24/04/2022,Human Resources,Marketing,65674.51,Male
13/09/2021,04/02/2022,Sales Representative,Product,127565.43,Male
28/02/2022,17/12/2022,Software Engineer,Product,42565.77,Male
22/12/2018,23/01/2019,Sales Representative,Engineering,23603.71,Male
13/02/2019,14/02/2019,Software Engineer,Sales,87355.75,Female
27/02/2018,04/02/2020,Marketing Manager,Product,94645.53,Female
27/01/2021,03/08/2021,Product Manager,Marketing,41985.64,Female
30/08/2022,01/09/2022,Human Resources,Product,47682.07,Female
16/09/2019,05/11/2022,Product Manager,Design,45018.01,Female
20/09/2020,30/03/2021,Marketing Manager,Design,44320.82,Female
10/03/2020,09/05/2022,Software Engineer,Human Resources,87522.95,Male
15/04/2022,22/06/2022,Data Scientist,Product,46390.95,Male
10/05/2021,20/04/2022,Sales Representative,Human Resources,51004.42,Male
15/03/2020,05/05/2020,Marketing Manager,Marketing,75811.64,Female
24/08/2019,06/12/2021,Designer,Product,59767.71,Female
26/12/2019,24/06/2022,Product Manager,Design,63318.8,Female
04/09/2019,03/11/2019,Product Manager,Engineering,50255.65,Male
07/01/2020,15/10/2022,Product Manager,Sales,20779.73,Male
11/06/2020,04/02/2021,Product Manager,Product,118967.03,Male
25/05/2019,03/12/2022,Sales Representative,Data Science,63291.79,Male
30/03/2022,24/06/2022,Data Scientist,Human Resources,60021.87,Female
10/11/2022,09/12/2022,Designer,Sales,49819.72,Male
17/08/2019,25/06/2020,Sales Representative,Design,28161.46,Female
17/10/2019,25/04/2022,Software Engineer,Marketing,116119.81,Female
27/02/2021,30/07/2022,Designer,Marketing,81100.74,Male
09/02/2018,01/07/2022,Product Manager,Data Science,73564.46,Male
08/10/2021,10/04/2022,Product Manager,Data Science,55008.62,Female
19/07/2020,21/12/2022,Data Scientist,Data Science,47111.17,Male
16/06/2021,03/01/2022,Data Scientist,Data Science,59647.91,Female
02/03/2021,05/10/2022,Marketing Manager,Human Resources,90894.07,Female
21/03/2019,26/10/2019,Data Scientist,Human Resources,49328.77,Male
24/01/2022,18/05/2022,Software Engineer,Data Science,89340.38,Female
10/07/2020,29/12/2020,Product Manager,Product,75648.4,Female
17/12/2021,31/07/2022,Product Manager,Sales,93310.7,Male
16/03/2022,20/10/2022,Sales Representative,Data Science,87380.23,Male
15/10/2020,04/08/2021,Human Resources,Data Science,68121.05,Male
23/11/2022,13/12/2022,Product Manager,Marketing,80442.44,Male
23/04/2022,27/10/2022,Marketing Manager,Human Resources,23178.18,Female
13/02/2021,11/03/2022,Sales Representative,Data Science,80839.58,Female
22/12/2020,27/03/2021,Marketing Manager,Sales,105205.48,Male
25/11/2018,21/11/2019,Sales Representative,Human Resources,73019.55,Female
09/11/2020,17/05/2021,Designer,Design,54343.23,Female
10/10/2022,21/10/2022,Sales Representative,Product,92283.53,Female
17/07/2018,09/03/2019,Product Manager,Engineering,68536.99,Female
28/03/2019,28/04/2022,Data Scientist,Marketing,29765.66,Female
22/02/2018,17/01/2022,Software Engineer,Sales,59118.85,Female
21/12/2019,14/05/2022,Sales Representative,Design,114762.84,Male
05/11/2019,13/09/2021,Designer,Marketing,44849.06,Female
06/07/2022,04/10/2022,Product Manager,Engineering,50391.22,Male
19/07/2020,24/12/2021,Sales Representative,Marketing,123827.15,Male
09/11/2021,09/02/2022,Sales Representative,Marketing,47843.53,Male
27/04/2020,30/05/2020,Software Engineer,Human Resources,49662.75,Male
10/06/2019,28/04/2022,Designer,Product,68699.69,Female
03/11/2021,05/09/2022,Sales Representative,Marketing,23432.14,Male
02/09/2022,19/09/2022,Marketing Manager,Design,69127.04,Male
12/02/2021,28/06/2022,Designer,Marketing,103147.53,Male
20/05/2021,19/03/2022,Designer,Data Science,42265.32,Female
23/05/2018,01/09/2021,Software Engineer,Engineering,67691.15,Female
10/07/2020,15/02/2022,Human Resources,Engineering,62512.26,Female
03/01/2021,13/02/2021,Designer,Product,48094.22,Male
04/01/2018,09/01/2022,Software Engineer,Engineering,49316.78,Female
12/08/2019,15/10/2019,Marketing Manager,Data Science,48243.38,Male
26/09/2022,24/11/2022,Software Engineer,Engineering,65133.84,Female
01/01/2022,12/08/2022,Designer,Engineering,78546.32,Male
14/07/2018,23/10/2021,Software Engineer,Marketing,24179.04,Male
13/10/2018,04/05/2020,Marketing Manager,Data Science,88185.37,Male
17/04/2018,02/11/2022,Product Manager,Marketing,41191.18,Female
16/07/2022,25/11/2022,Data Scientist,Human Resources,38693.64,Female
29/05/2020,08/06/2020,Human Resources,Marketing,107230.79,Female
01/04/2021,06/05/2022,Data Scientist,Human Resources,35756.37,Male
30/06/2021,14/07/2022,Marketing Manager,Sales,78980.71,Female
01/11/2018,25/02/2022,Designer,Human Resources,131980.55,Female
07/02/2020,05/10/2021,Product Manager,Sales,69953.31,Male
19/10/2018,03/09/2019,Marketing Manager,Sales,39891.63,Male
16/12/2020,14/12/2021,Designer,Product,111740.06,Male
06/03/2019,18/10/2020,Human Resources,Sales,97083.74,Male
09/02/2020,27/05/2022,Sales Representative,Sales,97232.7,Male
27/11/2020,25/06/2022,Marketing Manager,Product,62652.4,Male
04/06/2019,13/06/2022,Sales Representative,Human Resources,27439.27,Female
04/04/2021,03/05/2021,Software Engineer,Data Science,92346.7,Female
28/02/2019,11/03/2022,Designer,Marketing,129338.6,Female
22/10/2018,05/10/2020,Software Engineer,Product,43571.38,Male
27/02/2020,11/09/2021,Designer,Data Science,113084.95,Male
10/10/2018,04/11/2020,Sales Representative,Sales,68527.36,Female
07/12/2021,06/08/2022,Human Resources,Marketing,80285.39,Male
20/07/2019,24/10/2021,Designer,Marketing,40674.85,Male
15/02/2020,17/11/2021,Product Manager,Engineering,36608.57,Male
03/06/2022,21/12/2022,Human Resources,Sales,67257.66,Female
21/09/2019,07/10/2020,Product Manager,Sales,54984.28,Male
01/06/2020,25/02/2021,Human Resources,Human Resources,28656.56,Female
16/04/2021,16/06/2022,Designer,Marketing,45959.84,Female
10/11/2021,26/04/2022,Product Manager,Human Resources,39435.74,Male
27/11/2019,07/05/2022,Marketing Manager,Design,59673.91,Female
02/08/2020,05/12/2022,Product Manager,Engineering,89351.21,Female
21/08/2022,26/12/2022,Sales Representative,Sales,58164.65,Male
11/11/2022,28/11/2022,Human Resources,Sales,53472.14,Female
28/04/2019,26/10/2019,Designer,Product,119484.96,Female
05/02/2018,09/10/2022,Designer,Sales,48771.4,Female
21/03/2022,21/03/2022,Data Scientist,Marketing,79112.39,Female
18/12/2018,04/03/2021,Software Engineer,Data Science,35640.38,Male
19/06/2022,03/12/2022,Data Scientist,Human Resources,86765.52,Female
25/10/2022,25/11/2022,Sales Representative,Engineering,64949.39,Female
10/03/2021,11/04/2021,Human Resources,Engineering,65637.7,Male
02/06/2019,24/04/2022,Marketing Manager,Sales,49293.28,Male
29/05/2018,24/06/2021,Designer,Engineering,63819.17,Female
26/06/2019,08/06/2020,Human Resources,Data Science,114663.63,Female
06/11/2022,20/11/2022,Sales Representative,Sales,26049.37,Male
23/06/2019,19/01/2021,Designer,Design,59981.2,Female
09/05/2019,08/02/2021,Data Scientist,Data Science,56118.69,Male
20/05/2020,18/07/2022,Human Resources,Design,55928.53,Male
01/04/2021,16/06/2021,Marketing Manager,Product,88068.49,Female
22/04/2022,22/12/2022,Product Manager,Product,20622.41,Male
17/04/2021,26/04/2022,Sales Representative,Human Resources,45404.92,Male
07/10/2019,15/01/2021,Sales Representative,Engineering,51359.73,Female
21/06/2020,07/05/2021,Sales Representative,Design,46543.87,Male
30/03/2022,05/06/2022,Data Scientist,Product,87074.39,Female
23/07/2020,11/02/2022,Designer,Sales,68933.53,Female
05/07/2019,10/07/2022,Product Manager,Design,61452.46,Female
11/06/2021,16/07/2021,Marketing Manager,Engineering,38553.99,Male
01/10/2021,16/06/2022,Software Engineer,Engineering,91350.3,Female
07/11/2022,26/11/2022,Software Engineer,Design,111588.54,Male
30/11/2018,29/07/2022,Software Engineer,Sales,113102.98,Male
14/01/2021,24/05/2022,Designer,Sales,117800.18,Female
04/05/2018,21/07/2020,Designer,Data Science,74586.86,Female
31/12/2019,01/07/2021,Software Engineer,Engineering,68764.13,Female
17/07/2022,23/08/2022,Data Scientist,Product,143661.41,Male
04/02/2021,17/03/2022,Designer,Human Resources,83410.29,Male
14/06/2021,19/04/2022,Sales Representative,Marketing,70533.15,Female
10/10/2018,19/12/2019,Designer,Engineering,98618.6,Female
10/09/2022,20/12/2022,Designer,Engineering,50732.52,Male
30/07/2022,04/08/2022,Software Engineer,Sales,51938.22,Male
06/12/2022,19/12/2022,Data Scientist,Design,36256.42,Male
27/01/2019,07/03/2020,Marketing Manager,Design,65319.13,Female
26/04/2018,20/03/2022,Marketing Manager,Engineering,58985.38,Male
18/12/2022,25/12/2022,Designer,Engineering,65222.81,Male
15/04/2019,30/11/2022,Designer,Product,80548.96,Female
05/12/2022,29/12/2022,Data Scientist,Sales,110629.27,Male
20/02/2018,29/01/2019,Human Resources,Design,92201.81,Female
25/05/2019,17/04/2021,Marketing Manager,Marketing,98995.26,Female
25/06/2018,24/11/2022,Designer,Data Science,87134.19,Male
02/09/2018,14/04/2019,Marketing Manager,Data Science,63283.99,Male
16/11/2022,20/12/2022,Data Scientist,Marketing,73070.13,Female
27/06/2018,15/01/2022,Designer,Engineering,107823.51,Female
24/01/2021,09/09/2022,Data Scientist,Human Resources,59587.41,Female
04/08/2019,11/08/2019,Designer,Engineering,65251.28,Male
06/01/2022,21/07/2022,Sales Representative,Marketing,76926.82,Female
27/10/2019,14/02/2020,Product Manager,Marketing,73866.6,Female
03/01/2020,16/10/2020,Sales Representative,Design,84750.27,Female
06/02/2022,25/03/2022,Product Manager,Sales,59364.93,Male
30/09/2019,19/04/2021,Marketing Manager,Engineering,43058.78,Female
15/05/2021,16/09/2021,Product Manager,Design,28333.26,Male
28/11/2020,01/06/2021,Data Scientist,Human Resources,57382.9,Female
07/03/2018,04/04/2018,Data Scientist,Data Science,18466.75,Female
16/10/2021,12/03/2022,Product Manager,Product,35565.29,Female
23/04/2019,21/12/2019,Human Resources,Data Science,32578.61,Male
14/10/2022,14/11/2022,Data Scientist,Design,81972.37,Male
29/09/2019,21/11/2021,Sales Representative,Human Resources,109407.96,Male
25/12/2020,13/04/2022,Human Resources,Human Resources,70942.77,Male
26/04/2022,28/12/2022,Marketing Manager,Sales,65481.41,Female
14/08/2018,18/09/2022,Human Resources,Product,56957.65,Male
15/08/2021,31/12/2021,Data Scientist,Data Science,71662.19,Male
20/12/2021,04/02/2022,Data Scientist,Product,82261.68,Female
02/07/2021,21/07/2022,Marketing Manager,Sales,125403.45,Female
08/12/2019,26/08/2021,Marketing Manager,Product,92243.41,Female
15/02/2021,14/06/2022,Product Manager,Sales,69867.19,Female
14/01/2022,04/09/2022,Designer,Data Science,98282.7,Male
16/01/2020,17/06/2022,Sales Representative,Marketing,72518.4,Female
27/09/2021,03/09/2022,Sales Representative,Sales,125682.67,Female
13/03/2021,10/12/2022,Product Manager,Sales,79840.86,Male
28/10/2018,09/10/2021,Designer,Product,31912.79,Male
10/05/2019,04/04/2020,Designer,Sales,68107.93,Male
01/03/2020,18/11/2022,Data Scientist,Design,101020.17,Female
11/10/2018,14/07/2022,Software Engineer,Design,60184.41,Male
31/03/2020,16/03/2022,Data Scientist,Marketing,69450.03,Male
12/03/2019,10/04/2020,Data Scientist,Data Science,79042.35,Female
13/06/2019,13/08/2020,Sales Representative,Design,60269.76,Female
14/10/2020,26/10/2021,Marketing Manager,Design,102631.29,Male
14/02/2018,09/12/2019,Marketing Manager,Product,70176.38,Female
27/05/2022,13/11/2022,Product Manager,Design,86942.51,Male
18/11/2018,23/10/2019,Sales Representative,Marketing,59869.28,Female
08/06/2021,30/04/2022,Marketing Manager,Marketing,98672.23,Male
03/03/2021,20/10/2021,Product Manager,Marketing,50993.81,Female
23/01/2019,21/02/2022,Human Resources,Engineering,46775.19,Female
30/03/2018,20/11/2022,Human Resources,Marketing,40508.59,Male
11/04/2021,14/10/2022,Human Resources,Product,20266.85,Male
08/09/2019,01/11/2022,Sales Representative,Data Science,142405.66,Male
23/10/2018,11/10/2019,Data Scientist,Design,90148.27,Female
23/02/2020,27/09/2020,Software Engineer,Sales,81439.8,Male
20/01/2022,15/07/2022,Data Scientist,Engineering,136541.18,Male
05/09/2021,01/08/2022,Human Resources,Design,50593.28,Male
07/09/2022,29/12/2022,Data Scientist,Marketing,76859.76,Female
10/04/2020,08/12/2020,Data Scientist,Product,75158.15,Male
02/04/2020,19/04/2021,Designer,Data Science,83906.72,Male
03/04/2020,16/07/2020,Software Engineer,Marketing,67804.29,Male
26/03/2018,27/04/2020,Designer,Human Resources,73704.95,Male
20/07/2018,27/03/2022,Designer,Data Science,107773.07,Female
09/10/2020,15/12/2020,Data Scientist,Marketing,46660,Male
04/11/2018,21/10/2022,Designer,Human Resources,116924.54,Male
20/07/2022,24/07/2022,Designer,Product,53030.81,Female
27/08/2018,23/05/2019,Software Engineer,Marketing,44111.72,Male
04/02/2020,07/11/2022,Software Engineer,Engineering,114894,Male
02/10/2018,26/01/2022,Software Engineer,Human Resources,74501.18,Female
28/02/2019,30/12/2020,Sales Representative,Data Science,88823.99,Female
15/01/2018,18/02/2021,Human Resources,Product,60834.19,Female
15/02/2019,19/04/2019,Data Scientist,Marketing,57071.89,Male
09/07/2021,23/09/2022,Marketing Manager,Product,75996.07,Female
02/12/2019,23/04/2021,Marketing Manager,Human Resources,67085.39,Female
12/04/2020,13/07/2021,Product Manager,Human Resources,52473.42,Male
01/01/2019,19/10/2021,Software Engineer,Data Science,54967.66,Female
14/03/2021,04/09/2022,Data Scientist,Marketing,50357.88,Female
16/02/2021,02/03/2021,Human Resources,Data Science,60447.65,Female
06/06/2019,23/06/2020,Marketing Manager,Sales,85529.61,Female
26/11/2019,07/02/2021,Marketing Manager,Design,68297.32,Female
22/02/2020,07/05/2020,Product Manager,Marketing,127129.81,Female
19/12/2022,24/12/2022,Sales Representative,Human Resources,26284.67,Male
25/05/2022,20/08/2022,Designer,Product,131173.87,Female
02/10/2021,20/08/2022,Human Resources,Sales,114268.25,Male
25/09/2020,22/07/2021,Human Resources,Data Science,37867.56,Female
16/05/2018,13/03/2021,Software Engineer,Engineering,37885.33,Female
27/11/2021,22/08/2022,Software Engineer,Marketing,90215.72,Female
06/10/2018,16/05/2022,Marketing Manager,Data Science,151716.49,Female
16/01/2021,16/12/2021,Marketing Manager,Engineering,49163.28,Female
16/07/2019,17/07/2019,Human Resources,Human Resources,42221.71,Male
15/03/2022,16/11/2022,Designer,Data Science,67796.42,Female
03/02/2021,27/02/2022,Human Resources,Sales,34935.11,Female
07/01/2020,05/02/2021,Human Resources,Design,74975.1,Female
27/06/2022,10/11/2022,Product Manager,Sales,38991.09,Male
17/07/2022,30/08/2022,Human Resources,Engineering,51745.6,Male
13/05/2022,12/10/2022,Designer,Design,41558.5,Female
26/07/2020,13/10/2022,Data Scientist,Sales,113434.48,Female
03/07/2019,18/11/2021,Data Scientist,Data Science,94799.36,Male
02/04/2018,09/12/2019,Human Resources,Product,43101.88,Male
15/04/2022,30/08/2022,Data Scientist,Sales,46857.79,Female
19/09/2018,07/03/2019,Sales Representative,Human Resources,42934.86,Female
21/06/2019,31/07/2019,Marketing Manager,Data Science,105958,Female
17/11/2018,24/10/2021,Marketing Manager,Data Science,78578.78,Male
17/05/2022,16/12/2022,Sales Representative,Data Science,70438.29,Male
14/08/2020,18/08/2020,Product Manager,Sales,69697.64,Female
16/06/2018,30/09/2022,Product Manager,Data Science,54303.43,Male
04/07/2022,30/10/2022,Data Scientist,Engineering,52750.12,Male
04/02/2021,08/10/2022,Marketing Manager,Engineering,29457.8,Male
04/11/2019,30/07/2020,Software Engineer,Data Science,96313.83,Male
20/03/2021,19/05/2022,Product Manager,Marketing,54396.78,Male
06/05/2020,28/10/2021,Marketing Manager,Human Resources,153787.7,Male
02/03/2022,26/10/2022,Designer,Sales,62165.87,Male
22/12/2018,23/03/2020,Data Scientist,Human Resources,63260.1,Female
29/12/2020,03/08/2022,Marketing Manager,Data Science,69326.51,Male
07/12/2020,30/07/2021,Marketing Manager,Human Resources,51187.99,Female
14/11/2022,13/12/2022,Designer,Marketing,71882.88,Male
30/11/2019,01/06/2021,Human Resources,Data Science,84947.31,Male
28/08/2022,25/09/2022,Product Manager,Data Science,50847.39,Male
08/12/2022,09/12/2022,Human Resources,Sales,56332.84,Male
25/05/2018,29/01/2021,Data Scientist,Product,36723.7,Male
27/09/2019,17/12/2022,Product Manager,Marketing,130293.12,Female
19/10/2019,23/09/2022,Designer,Human Resources,49525.37,Male
26/05/2018,09/09/2018,Designer,Engineering,99168.21,Female
28/12/2020,10/08/2021,Sales Representative,Product,30901.74,Female
06/12/2019,09/07/2020,Marketing Manager,Sales,94901.5,Female
22/06/2018,21/12/2019,Human Resources,Human Resources,77806.1,Female
16/07/2022,10/12/2022,Human Resources,Marketing,61719.33,Female
27/08/2019,24/11/2021,Marketing Manager,Engineering,131580.13,Female
28/09/2020,05/02/2021,Designer,Data Science,86295.35,Female
24/03/2022,14/06/2022,Marketing Manager,Marketing,60072.96,Male
02/10/2022,28/11/2022,Data Scientist,Sales,53357.6,Male
26/04/2022,11/11/2022,Designer,Sales,63732.41,Male
16/03/2019,26/12/2020,Marketing Manager,Design,30420.45,Male
18/07/2020,03/10/2020,Sales Representative,Human Resources,61734,Female
14/04/2022,15/07/2022,Marketing Manager,Human Resources,100383.27,Male
03/02/2021,21/05/2021,Data Scientist,Product,38381.66,Male
21/05/2018,28/09/2021,Data Scientist,Marketing,56580.32,Female
16/01/2022,09/05/2022,Product Manager,Data Science,97150.64,Male
01/12/2019,28/08/2021,Human Resources,Human Resources,139505.56,Male
24/08/2020,29/09/2020,Designer,Sales,31652.39,Male
19/08/2022,02/12/2022,Data Scientist,Design,30260.83,Male
09/11/2018,30/05/2019,Sales Representative,Product,53710.84,Male
25/10/2020,24/12/2021,Human Resources,Design,64434.33,Male
03/11/2020,23/12/2020,Product Manager,Engineering,68592.67,Female
30/07/2019,06/03/2022,Sales Representative,Human Resources,47003.65,Male
15/02/2019,06/08/2020,Software Engineer,Engineering,71212.72,Female
09/03/2019,26/08/2019,Human Resources,Design,68207.23,Female
25/10/2018,16/09/2020,Sales Representative,Sales,116943.47,Female
29/07/2021,11/12/2021,Designer,Design,67890.66,Female
25/01/2021,21/09/2021,Designer,Engineering,56494.57,Male
06/02/2022,06/07/2022,Designer,Product,111671.62,Male
06/07/2018,20/04/2021,Sales Representative,Marketing,67646.8,Male
31/10/2022,06/12/2022,Data Scientist,Human Resources,51925.82,Male
28/01/2022,15/03/2022,Data Scientist,Human Resources,60969.11,Female
28/11/2020,12/04/2021,Marketing Manager,Sales,56785.59,Female
28/04/2018,12/11/2019,Product Manager,Sales,58069.19,Female
29/01/2020,22/08/2022,Designer,Product,128210.6,Female
04/09/2018,02/03/2022,Designer,Design,83355,Female
20/04/2018,20/01/2022,Human Resources,Design,51637.43,Female
01/01/2019,20/02/2022,Product Manager,Engineering,104903.34,Male
17/11/2020,27/12/2020,Software Engineer,Human Resources,76698.93,Female
19/01/2019,05/05/2019,Designer,Marketing,45596.54,Female
06/12/2019,14/10/2022,Marketing Manager,Marketing,47973.96,Female
21/06/2018,28/04/2019,Human Resources,Human Resources,56729.51,Female
02/12/2018,06/02/2020,Sales Representative,Engineering,63896.19,Male
29/11/2019,06/12/2021,Human Resources,Data Science,104012.12,Female
16/10/2018,23/12/2019,Designer,Marketing,79574.34,Male
29/06/2022,26/09/2022,Software Engineer,Design,68710.02,Female
20/03/2021,12/05/2021,Data Scientist,Design,67008.57,Male
27/06/2020,17/08/2020,Software Engineer,Sales,63527.8,Female
24/11/2021,29/03/2022,Designer,Sales,55245.06,Male
09/09/2022,09/09/2022,Marketing Manager,Sales,95538.55,Male
21/04/2022,18/12/2022,Data Scientist,Product,29925.89,Male
20/05/2021,02/03/2022,Product Manager,Human Resources,81399.92,Male
10/11/2021,20/09/2022,Designer,Human Resources,77369.95,Male
30/08/2021,13/11/2022,Software Engineer,Marketing,62547.43,Female
02/07/2021,27/10/2021,Human Resources,Human Resources,115427.31,Male
15/08/2018,15/06/2022,Data Scientist,Design,58693.54,Female
03/10/2021,22/04/2022,Data Scientist,Design,77175,Male
18/04/2020,18/09/2022,Human Resources,Sales,82497.24,Male
25/09/2021,17/06/2022,Human Resources,Marketing,113915.29,Female
11/10/2019,26/01/2022,Sales Representative,Sales,94854.87,Female
09/03/2020,14/08/2022,Sales Representative,Data Science,123037.72,Female
09/11/2020,06/01/2021,Data Scientist,Design,66864.74,Male
02/01/2018,15/07/2022,Marketing Manager,Human Resources,122540.38,Male
16/07/2019,24/12/2022,Sales Representative,Design,84717.42,Female
16/03/2019,30/11/2022,Software Engineer,Marketing,33676.16,Female
08/02/2020,09/03/2021,Designer,Design,63608.89,Female
14/07/2021,09/09/2021,Marketing Manager,Human Resources,44860.51,Male
11/06/2020,08/12/2022,Product Manager,Sales,92642.52,Female
09/12/2020,22/07/2021,Software Engineer,Data Science,110264.17,Male
23/08/2021,16/11/2021,Product Manager,Product,62231.65,Female
26/02/2022,25/06/2022,Sales Representative,Marketing,75592.71,Female
31/10/2020,11/01/2021,Marketing Manager,Engineering,60281.84,Male
11/06/2018,20/11/2022,Human Resources,Sales,103903.4,Female
02/02/2020,19/02/2021,Sales Representative,Marketing,31338.22,Female
26/05/2022,20/06/2022,Software Engineer,Sales,42023.9,Male
16/09/2019,15/08/2022,Marketing Manager,Sales,60124.61,Female
10/07/2022,03/10/2022,Software Engineer,Human Resources,71973.69,Female
09/05/2019,08/07/2020,Human Resources,Engineering,77361.55,Male
28/11/2021,01/11/2022,Human Resources,Human Resources,72160.57,Female
01/03/2021,27/11/2022,Product Manager,Sales,84518.25,Female
17/01/2018,01/06/2022,Marketing Manager,Design,132182.14,Male
06/11/2018,17/11/2020,Human Resources,Design,55889,Male
28/07/2021,19/10/2021,Software Engineer,Data Science,73050.41,Male
05/10/2018,20/04/2019,Human Resources,Human Resources,56856.41,Female
12/07/2018,17/10/2021,Data Scientist,Human Resources,58739.93,Male
12/09/2022,08/12/2022,Software Engineer,Sales,51899.16,Female
04/05/2022,31/07/2022,Designer,Human Resources,79210.52,Male
27/04/2018,16/02/2020,Designer,Engineering,34855.44,Female
13/11/2021,19/01/2022,Designer,Sales,64230.56,Male
16/07/2019,15/12/2021,Sales Representative,Sales,67874.44,Male
07/03/2022,15/04/2022,Sales Representative,Product,117844.03,Male
03/07/2022,20/07/2022,Marketing Manager,Human Resources,72665.3,Female
25/05/2018,24/02/2019,Human Resources,Sales,57318.03,Male
30/12/2021,13/08/2022,Designer,Data Science,61736.05,Female
28/09/2018,18/02/2021,Software Engineer,Human Resources,112981.12,Male
19/08/2019,30/03/2022,Software Engineer,Human Resources,58068,Female
19/03/2018,28/11/2020,Software Engineer,Sales,94017.53,Female
29/07/2018,09/10/2020,Sales Representative,Sales,80424.5,Female
30/07/2019,27/01/2022,Software Engineer,Marketing,68897,Female
14/08/2022,24/10/2022,Product Manager,Design,74250,Female
21/10/2020,13/04/2021,Software Engineer,Human Resources,66397.43,Female
26/11/2019,30/06/2020,Data Scientist,Data Science,122435.2,Female
08/12/2019,06/10/2021,Data Scientist,Engineering,76120.17,Female
12/04/2018,16/11/2020,Human Resources,Marketing,74712.75,Female
13/12/2020,07/05/2021,Marketing Manager,Design,47287.3,Male
24/06/2019,05/09/2021,Data Scientist,Data Science,87841.97,Male
17/02/2021,26/10/2021,Human Resources,Data Science,110077.91,Male
24/08/2019,25/01/2022,Data Scientist,Human Resources,71732.03,Female
02/06/2019,13/02/2022,Marketing Manager,Product,95911.52,Male
23/02/2018,09/03/2022,Data Scientist,Marketing,51195.74,Female
08/01/2021,18/10/2021,Human Resources,Marketing,58695.71,Female
06/04/2022,04/08/2022,Product Manager,Product,95910.89,Male
30/01/2020,15/07/2022,Sales Representative,Design,89349.7,Female
05/04/2021,28/12/2022,Sales Representative,Data Science,36686.46,Male
08/07/2019,18/09/2019,Sales Representative,Human Resources,72428.96,Male
29/04/2021,07/08/2021,Sales Representative,Data Science,45604.75,Female
04/02/2018,08/03/2021,Data Scientist,Data Science,47037.6,Male
08/01/2022,10/02/2022,Product Manager,Engineering,63077.57,Female
07/09/2018,28/10/2021,Marketing Manager,Human Resources,86347.87,Male
25/05/2020,11/07/2020,Sales Representative,Product,74125.49,Female
20/11/2022,27/12/2022,Data Scientist,Product,40808.99,Female
26/09/2022,18/12/2022,Data Scientist,Human Resources,56030.87,Female
06/02/2021,22/10/2022,Human Resources,Engineering,118826.45,Female
14/12/2019,05/01/2022,Designer,Marketing,70868.74,Female
24/07/2022,29/10/2022,Designer,Design,58635.35,Female
15/11/2019,13/11/2020,Data Scientist,Product,40978.98,Female
17/09/2021,10/07/2022,Marketing Manager,Product,39615.87,Male
25/06/2018,19/06/2022,Sales Representative,Sales,58186.96,Male
31/03/2021,31/07/2021,Human Resources,Sales,71283.05,Male
13/11/2019,28/10/2020,Marketing Manager,Data Science,72584.99,Female
16/06/2021,27/06/2021,Designer,Design,79422.17,Female
02/09/2021,06/02/2022,Product Manager,Human Resources,40116.16,Female
19/04/2019,05/12/2020,Human Resources,Data Science,55474.23,Female
05/06/2020,20/08/2022,Human Resources,Engineering,66133.51,Male
12/06/2020,02/10/2021,Software Engineer,Human Resources,91587.79,Female
13/07/2022,12/08/2022,Designer,Data Science,50343.61,Female
08/01/2018,19/09/2022,Product Manager,Design,91935.65,Male
10/02/2021,13/07/2022,Software Engineer,Design,103207.05,Female
18/04/2022,23/11/2022,Marketing Manager,Human Resources,94956.93,Male
18/01/2018,24/10/2020,Human Resources,Marketing,43432.02,Female
26/02/2019,11/11/2020,Software Engineer,Engineering,58317.17,Male
16/04/2022,07/08/2022,Product Manager,Design,88361.79,Female
14/07/2020,17/07/2022,Data Scientist,Data Science,42329.31,Male
07/04/2020,31/08/2020,Data Scientist,Engineering,68337.98,Male
30/07/2018,19/06/2019,Software Engineer,Marketing,113084.42,Female
15/07/2021,30/08/2022,Software Engineer,Data Science,46953.35,Male
01/10/2020,16/07/2021,Software Engineer,Sales,32209.21,Male
09/02/2018,30/10/2018,Designer,Data Science,97718.85,Female
13/10/2021,03/11/2021,Software Engineer,Design,64854.7,Female
07/12/2022,18/12/2022,Designer,Sales,60526.01,Female
31/12/2021,07/10/2022,Software Engineer,Engineering,61440.84,Male
03/01/2018,25/11/2022,Marketing Manager,Sales,50239.84,Male
07/01/2020,17/08/2020,Designer,Engineering,54590.17,Male
25/10/2021,23/06/2022,Marketing Manager,Human Resources,65681.15,Male
30/05/2018,23/12/2020,Human Resources,Human Resources,61914.5,Male
02/12/2020,24/10/2021,Sales Representative,Product,51895.82,Female
30/09/2022,02/10/2022,Designer,Marketing,63088.53,Female
07/08/2022,04/09/2022,Product Manager,Marketing,51475.16,Female
30/09/2018,20/07/2019,Sales Representative,Human Resources,34977.09,Female
24/05/2019,19/11/2022,Product Manager,Marketing,101842.05,Female
24/02/2022,29/12/2022,Product Manager,Data Science,67859.1,Female
06/11/2019,05/10/2021,Human Resources,Design,88294.54,Male
23/03/2020,17/12/2022,Human Resources,Design,56162.8,Female
17/03/2019,10/04/2021,Marketing Manager,Data Science,58650.19,Female
13/11/2018,06/10/2019,Designer,Sales,83162.66,Female
09/01/2020,14/01/2020,Data Scientist,Data Science,75586.73,Male
22/01/2020,03/06/2021,Human Resources,Sales,51448.64,Male
20/01/2019,10/11/2021,Data Scientist,Human Resources,51790.04,Male
16/02/2021,09/12/2021,Human Resources,Product,51675.19,Female
31/05/2020,21/08/2022,Software Engineer,Product,73000.12,Male
